"Time","ts-station-food-service-bbffbd779-qbpwz","ts-auth-service-5cd94cf4c9-pr4sc","ts-consign-service-69fdbff744-t4nnm","ts-execute-service-667756b4bf-vrl4r","ts-travel-plan-service-57865655f6-vklhv","ts-basic-service-c57455994-5rf52","ts-food-delivery-service-85c449576c-7jtrf","ts-train-service-c7fc88877-mm8n9","ts-config-service-55f74d8b79-mt2ln","tsdb-mysql-2","ts-assurance-service-569ffd759f-nzddv","tsdb-mysql-2","prometheus-operator-fb994f4c4-9qdfg","tsdb-mysql-0","ts-admin-route-service-5d486755c-mxt4j","tsdb-mysql-1","ts-order-other-service-6666b4d4d-x6l64","ts-ui-dashboard-7b5d44c888-gqlfj","ts-delivery-service-857d89f589-nrpbf","nacosdb-mysql-0","ts-avatar-service-ff8977c96-z6h7t","ts-travel-service-699599cdf5-mffdb","ts-seat-service-54f7bb8465-rzgwd","nacosdb-mysql-2","prometheus-main-0","ts-admin-travel-service-7d4d447494-lz7vv","ts-wait-order-service-6f7f78bb5d-8f78g","ts-verification-code-service-58d4c7b777-p96jk","tsdb-mysql-0","ts-rebook-service-79586f4dbc-lh6w9","grafana-745d5965f5-vwfq9","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-consign-price-service-764c676495-rblv4","ts-preserve-service-56dfc8d6d-vnlpb","ts-route-plan-service-6594877d59-qrh8f","nacosdb-mysql-1","ts-user-service-77988d68d8-kp6gg","cadvisor-zrs5l","ts-route-service-6f5855dc47-7ht8z","ts-station-service-798774f5d-dpsf5","nacosdb-mysql-1","ts-gateway-service-8585c745cd-mn5vn","ts-food-service-85b5445f7-69dvs","ts-notification-service-66777dd945-g9l6f","ts-preserve-other-service-5b9bbf9cf-hjzpg","ts-order-service-69885cc6c8-4mcjr","ts-admin-basic-info-service-d8d4b4ff9-s7zth","ts-voucher-service-7545b4fb7c-v46q2","ts-cancel-service-55b6778574-7zfnb","kube-state-metrics-57969c69d7-rx485","nacosdb-mysql-2","ts-admin-user-service-c544d7b74-xj8pn","ts-price-service-55c8646c4c-hjw4b","ts-ticket-office-service-9979b76f9-ztj64","ts-news-service-7665fdf4c-hlrml","prometheus-main-0","ts-admin-order-service-787856598f-fl56n","tsdb-mysql-1","nacosdb-mysql-0","ts-train-food-service-f544897f-jd76n","ts-inside-payment-service-7f87878d9f-mqp8l","ts-travel2-service-5db558f8d9-4tk7g","ts-payment-service-7fc4c49d89-7zrgj","ts-contacts-service-69864b9cd7-j7kng","ts-security-service-7fd5f9ff9c-k4nxj"
2024-01-04 09:21:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.2 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,22.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,10.2 ms,6.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:21:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.7 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,23.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.5 ms,7.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:21:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.2 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,22.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,9.5 ms,6.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:21:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.6 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,23.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,10.5 ms,7.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:21:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.4 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,19.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,9.6 ms,6.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.3 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,26.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,15.2 ms,9.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.5 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,20.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.4 ms,8.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.0 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,25.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,15.6 ms,9.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.3 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,15.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.1 ms,6.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.1 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,18.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.0 ms,10.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.0 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,15.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.1 ms,9.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.5 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,16.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,16.3 ms,10.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.5 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,15.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.2 ms,9.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.6 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,19.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,15.1 ms,11.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.6 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,19.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.8 ms,10.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,31.7 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,23.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.2 ms,13.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:22:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.9 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,17.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.4 ms,9.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,34.1 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,20.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,9.0 ms,10.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.8 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,15.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.0 ms,10.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,35.0 ms,0 s,0 s,,,,,,,,0 s,0 s,0 s,0 s,1.4 s,0 s,0 s,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.8 ms,14.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.0 ms,0 s,0 s,,,,410.2 ms,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,17.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.6 ms,10.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.5 ms,0 s,0 s,,,,614.5 ms,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,22.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.6 ms,13.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.1 ms,0 s,0 s,,,,842.4 ms,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,22.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,5.6 ms,11.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.8 ms,0 s,0 s,,,,959.2 ms,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,25.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.6 ms,16.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.3 ms,0 s,0 s,,,,1.2 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,21.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,4.7 ms,15.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,36.4 ms,0 s,0 s,,,,1.4 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,23.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.1 ms,18.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.7 ms,0 s,0 s,,,,1.5 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,20.4 ms,15.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,5.6 ms,15.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.6 ms,0 s,8.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.5 ms,0 s,0 s,,,,1.8 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,29.0 ms,15.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.6 ms,16.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:23:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.0 ms,0 s,9.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.8 ms,0 s,0 s,,,,2.3 s,,,,0 s,0 s,0 s,0 s,1.2 s,0 s,0 s,27.1 ms,15.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.7 ms,15.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.0 ms,0 s,9.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.1 ms,0 s,0 s,,,,2.6 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,29.6 ms,15.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.2 ms,21.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,5.8 ms,0 s,8.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.8 ms,0 s,0 s,,,,2.6 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,24.0 ms,14.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.5 ms,17.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.8 ms,0 s,9.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.2 ms,0 s,0 s,,,,2.8 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,27.5 ms,15.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,9.1 ms,20.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.2 ms,0 s,9.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.8 ms,0 s,0 s,,,,2.9 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,22.4 ms,16.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.2 ms,17.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.3 ms,0 s,9.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,31.4 ms,0 s,0 s,,,,3.1 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,28.3 ms,15.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.8 ms,19.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.8 ms,0 s,9.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.4 ms,0 s,0 s,,,,2.8 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,25.0 ms,16.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.6 ms,14.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.0 ms,0 s,8.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,30.6 ms,0 s,0 s,,,,2.6 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,28.5 ms,16.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,8.7 ms,17.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.0 ms,93.4 µs,9.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.8 ms,0 s,0 s,,,,2.4 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,26.3 ms,16.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,7.4 ms,14.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.4 ms,93.6 µs,9.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.3 ms,0 s,0 s,,,,2.3 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,29.4 ms,876.1 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,9.5 ms,17.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.1 ms,93.9 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.5 ms,0 s,0 s,,,,2.1 s,,,,0 s,0 s,0 s,0 s,1.2 s,0 s,0 s,20.3 ms,872.6 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,6.5 ms,16.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.5 ms,92.9 µs,0 s,0 s,0 s,0 s,0 s,955.9 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.3 ms,0 s,0 s,,,,1.5 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,22.7 ms,912.6 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.7 ms,20.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:24:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.3 ms,93.2 µs,0 s,0 s,0 s,0 s,0 s,979.8 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.8 ms,0 s,0 s,,,,1.3 s,,,,0 s,0 s,0 s,0 s,1.2 s,0 s,0 s,20.4 ms,894.4 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,13.3 ms,13.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-04 09:25:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.9 ms,93.9 µs,0 s,0 s,0 s,0 s,0 s,965.8 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.7 ms,0 s,0 s,,,,1.2 s,,,,0 s,0 s,0 s,0 s,1.3 s,0 s,0 s,23.1 ms,894.8 µs,0 s,698.4 µs,0 s,0 s,0 s,0 s,0 s,0 s,20.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,14.3 ms,19.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
